id_produs,nume_produs,link,acidulat,natur,calories,milk,cof,gust,aroma
39,Tropicana Ananas citron vert,https://world.openfoodfacts.org/product/3168930156864/tropicana-ananas-citron-vert,f,t,47,f,0,Acru,ananas
